Model,sSpec number,Cores (threads),Clock rate,Turbo,L2 cache,L3 cache,GPU model,GPU frequency,TDP,Socket,I/O bus,Release date,Part number(s),Release price (USD)
Core i7-7Y75,SR2VK (H0) SR2ZT (H0) SR33X (H0),2 (4),1.3 GHz,21/23,2 × 256 KB,4 MB,HD Graphics 615,300–1050 MHz,4.5 W,BGA 1515,DMI 3.0,September 2016,HE8067702739526,$393
